"iq","hrs","word.type","ms","sex"
93.5866550304152,4.04644549576209,"regular",1046.86269365588,"female"
82.2073199232763,4.32038634663949,"regular",976.721259529179,"male"
89.0238957754217,3.95090978782678,"regular",992.426731026121,"female"
108.893276343894,4.13107843106911,"regular",914.155289342499,"female"
81.3310605709536,3.86552844173118,"regular",1124.05819161489,"male"
89.9213411442725,4.29268023786987,"regular",957.06060243837,"male"
88.7207582315148,4.51125930760683,"regular",933.582789830441,"male"
103.050890267849,4.26797785522895,"regular",1068.43029422577,"male"
104.622744072709,4.08246146614618,"regular",998.138435059135,"female"
95.8566894707267,3.81773028806588,"regular",918.555265623941,"female"
77.3429404212958,4.3679546978635,"regular",1032.30057218677,"female"
78.4035957175457,4.8805043034428,"regular",944.082624554411,"male"
101.923550699059,3.70225603804299,"regular",989.651953187333,"female"
124.882384328983,4.48149293863998,"regular",904.298232259417,"male"
102.318148043493,3.76368174513767,"regular",1021.7647135043,"female"
90.4413387594548,3.7792518891015,"regular",1112.88228966174,"male"
90.4401039171977,4.92837069783425,"regular",1045.81400056374,"female"
60.1681156170053,3.41014262455634,"regular",1193.22519682899,"male"
91.7831979271982,3.58676137891446,"regular",1051.83413247102,"female"
86.3754757230066,4.54034398516492,"regular",1052.84091200407,"male"
118.466604360349,3.38964032215313,"regular",968.564268483348,"male"
90.0567401680021,4.60546089577994,"regular",973.588252493247,"male"
92.0618322556272,3.33957072329098,"regular",1022.30748327529,"female"
106.105169798884,3.95677401247924,"regular",991.606515146801,"male"
90.6645390213364,3.75949660638317,"regular",1114.16563804484,"male"
123.441840553706,4.14362914670662,"regular",880.323389670251,"male"
96.0957346809936,3.70718265249559,"regular",1066.3749124538,"female"
111.177603840548,3.957115921907,"regular",907.243984121534,"female"
103.727717178347,4.94886041457591,"regular",989.754244069905,"male"
99.4143670408407,3.38762912731394,"regular",968.00077544118,"female"
126.928835046087,4.16745707154458,"regular",900.71792782884,"female"
95.5111694924068,4.24557035842686,"regular",914.687970013012,"female"
84.1000502506924,3.90744684941447,"regular",979.7168685362,"male"
116.959086860688,4.58931264996506,"regular",1036.74041454905,"male"
92.0114796675254,4.15604726429755,"regular",1023.65268307996,"female"
106.954793772649,4.6822319871566,"regular",871.556986538872,"male"
96.5904774434009,4.01057071276241,"regular",1047.86869034382,"female"
85.9997377804435,3.0975357939312,"regular",1012.39271260585,"female"
101.823768331259,3.82722117337489,"regular",995.352107732916,"male"
90.7821627466321,3.4452486032624,"regular",1049.22964467566,"female"
97.5590130898937,4.24350013557461,"regular",1008.79185710464,"female"
110.495446175902,2.63504314937222,"regular",1011.53713350758,"male"
93.707273835902,3.96978659196673,"regular",900.266613588459,"male"
97.7611196163707,4.1694432939404,"regular",953.195891692393,"male"
118.78867436736,3.76495442036004,"regular",925.293884526053,"male"
112.463648967438,4.35656293376427,"regular",968.430407199815,"male"
